ID,Label,URL,"Search Volume",Followers,Taxonomy,"Related Interests"
949294979897,"patio privacy ideas",https://www.pinterest.com/ideas/patio-privacy-ideas/949294979897,18504,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
privacy landscaping (https://app.pinclicks.com/keyword/privacy-landscaping/904028362208)
privacy landscaping ideas (https://app.pinclicks.com/keyword/privacy-landscaping-ideas/956601411749)","privacy walls backyard (https://app.pinclicks.com/keyword/privacy-walls-backyard/918870693131)
diy privacy fence on a budget (https://app.pinclicks.com/keyword/diy-privacy-fence-on-a-budget/926336983013)
outdoor privacy ideas inexpensive (https://app.pinclicks.com/keyword/outdoor-privacy-ideas-inexpensive/901703277249)
garden privacy ideas (https://app.pinclicks.com/keyword/garden-privacy-ideas/909641041962)
deck privacy wall ideas (https://app.pinclicks.com/keyword/deck-privacy-wall-ideas/948285652263)
small patio ideas (https://app.pinclicks.com/keyword/small-patio-ideas/900706898332)
privacy deck ideas (https://app.pinclicks.com/keyword/privacy-deck-ideas/902223891116)
porch privacy wall (https://app.pinclicks.com/keyword/porch-privacy-wall/898366417807)
back patio ideas on a budget (https://app.pinclicks.com/keyword/back-patio-ideas-on-a-budget/950347510404)
patio screens privacy (https://app.pinclicks.com/keyword/patio-screens-privacy/953456688661)"
913488352746,"patio privacy",https://www.pinterest.com/ideas/patio-privacy/913488352746,5848,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
privacy landscaping (https://app.pinclicks.com/keyword/privacy-landscaping/904028362208)","covered patio ideas (https://app.pinclicks.com/keyword/covered-patio-ideas/923186050911)
privacy fence ideas (https://app.pinclicks.com/keyword/privacy-fence-ideas/945087653456)
privacy walls backyard (https://app.pinclicks.com/keyword/privacy-walls-backyard/918870693131)
paver patio ideas (https://app.pinclicks.com/keyword/paver-patio-ideas/907090970551)
outdoor privacy ideas inexpensive (https://app.pinclicks.com/keyword/outdoor-privacy-ideas-inexpensive/901703277249)
backyard privacy ideas from neighbors (https://app.pinclicks.com/keyword/backyard-privacy-ideas-from-neighbors/893881798738)
concrete patio ideas (https://app.pinclicks.com/keyword/concrete-patio-ideas/957651311903)
garden privacy ideas (https://app.pinclicks.com/keyword/garden-privacy-ideas/909641041962)
diy privacy fence on a budget (https://app.pinclicks.com/keyword/diy-privacy-fence-on-a-budget/926336983013)
patio screens privacy (https://app.pinclicks.com/keyword/patio-screens-privacy/953456688661)"
949189965371,"patio privacy screen",https://www.pinterest.com/ideas/patio-privacy-screen/949189965371,7215,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
privacy landscaping (https://app.pinclicks.com/keyword/privacy-landscaping/904028362208)
privacy screen (https://app.pinclicks.com/keyword/privacy-screen/904397958169)","privacy walls backyard (https://app.pinclicks.com/keyword/privacy-walls-backyard/918870693131)
outdoor privacy ideas inexpensive (https://app.pinclicks.com/keyword/outdoor-privacy-ideas-inexpensive/901703277249)
patio privacy wall (https://app.pinclicks.com/keyword/patio-privacy-wall/952051847405)
porch privacy wall (https://app.pinclicks.com/keyword/porch-privacy-wall/898366417807)
outdoor privacy panels (https://app.pinclicks.com/keyword/outdoor-privacy-panels/923938393279)
privacy patio ideas (https://app.pinclicks.com/keyword/privacy-patio-ideas/916028485035)
back patio ideas (https://app.pinclicks.com/keyword/back-patio-ideas/917110139686)
deck privacy screen (https://app.pinclicks.com/keyword/deck-privacy-screen/912550322004)
backyard privacy screen (https://app.pinclicks.com/keyword/backyard-privacy-screen/897820597255)
privacy deck ideas (https://app.pinclicks.com/keyword/privacy-deck-ideas/902223891116)"
952051847405,"patio privacy wall",https://www.pinterest.com/ideas/patio-privacy-wall/952051847405,4656,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
privacy landscaping (https://app.pinclicks.com/keyword/privacy-landscaping/904028362208)
yard privacy (https://app.pinclicks.com/keyword/yard-privacy/917975506397)","privacy walls backyard (https://app.pinclicks.com/keyword/privacy-walls-backyard/918870693131)
porch privacy wall (https://app.pinclicks.com/keyword/porch-privacy-wall/898366417807)
deck privacy wall ideas (https://app.pinclicks.com/keyword/deck-privacy-wall-ideas/948285652263)
outdoor privacy ideas inexpensive (https://app.pinclicks.com/keyword/outdoor-privacy-ideas-inexpensive/901703277249)
privacy patio ideas (https://app.pinclicks.com/keyword/privacy-patio-ideas/916028485035)
patio screens privacy (https://app.pinclicks.com/keyword/patio-screens-privacy/953456688661)
outside privacy wall ideas (https://app.pinclicks.com/keyword/outside-privacy-wall-ideas/916712090861)
pergola with privacy wall (https://app.pinclicks.com/keyword/pergola-with-privacy-wall/947293957989)
diy privacy wall (https://app.pinclicks.com/keyword/diy-privacy-wall/913723610003)
outdoor privacy panels (https://app.pinclicks.com/keyword/outdoor-privacy-panels/923938393279)"
926996609734,"privacy planters for patio",https://www.pinterest.com/ideas/privacy-planters-for-patio/926996609734,3425,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
privacy landscaping (https://app.pinclicks.com/keyword/privacy-landscaping/904028362208)","privacy plants in pots (https://app.pinclicks.com/keyword/privacy-plants-in-pots/929280493638)
planter privacy wall (https://app.pinclicks.com/keyword/planter-privacy-wall/955590192501)
small patio privacy ideas (https://app.pinclicks.com/keyword/small-patio-privacy-ideas/948967196163)
pool privacy ideas (https://app.pinclicks.com/keyword/pool-privacy-ideas/957349310147)
plant privacy wall (https://app.pinclicks.com/keyword/plant-privacy-wall/949162112642)
diy patio privacy ideas (https://app.pinclicks.com/keyword/diy-patio-privacy-ideas/909603491068)
deck privacy wall ideas (https://app.pinclicks.com/keyword/deck-privacy-wall-ideas/948285652263)
diy patio privacy wall (https://app.pinclicks.com/keyword/diy-patio-privacy-wall/935591345155)
privacy panels outdoor patio ideas (https://app.pinclicks.com/keyword/privacy-panels-outdoor-patio-ideas/909057199943)
privacy screen plants (https://app.pinclicks.com/keyword/privacy-screen-plants/906715990672)"
909057199943,"privacy panels outdoor patio ideas",https://www.pinterest.com/ideas/privacy-panels-outdoor-patio-ideas/909057199943,3024,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
privacy landscaping (https://app.pinclicks.com/keyword/privacy-landscaping/904028362208)
privacy screen (https://app.pinclicks.com/keyword/privacy-screen/904397958169)","porch privacy wall (https://app.pinclicks.com/keyword/porch-privacy-wall/898366417807)
deck privacy wall ideas (https://app.pinclicks.com/keyword/deck-privacy-wall-ideas/948285652263)
back porch privacy ideas (https://app.pinclicks.com/keyword/back-porch-privacy-ideas/925829094061)
outside privacy wall ideas (https://app.pinclicks.com/keyword/outside-privacy-wall-ideas/916712090861)
patio screens privacy (https://app.pinclicks.com/keyword/patio-screens-privacy/953456688661)
deck privacy panels (https://app.pinclicks.com/keyword/deck-privacy-panels/918561969125)
deck screens privacy ideas (https://app.pinclicks.com/keyword/deck-screens-privacy-ideas/913488511246)
small patio privacy ideas (https://app.pinclicks.com/keyword/small-patio-privacy-ideas/948967196163)
porch privacy screen (https://app.pinclicks.com/keyword/porch-privacy-screen/942051328946)
diy patio privacy wall (https://app.pinclicks.com/keyword/diy-patio-privacy-wall/935591345155)"
909915640414,"apartment patio privacy ideas",https://www.pinterest.com/ideas/apartment-patio-privacy-ideas/909915640414,2949,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
privacy landscaping (https://app.pinclicks.com/keyword/privacy-landscaping/904028362208)
yard privacy (https://app.pinclicks.com/keyword/yard-privacy/917975506397)","balcony privacy ideas diy (https://app.pinclicks.com/keyword/balcony-privacy-ideas-diy/955632068486)
small patio privacy ideas (https://app.pinclicks.com/keyword/small-patio-privacy-ideas/948967196163)
back porch privacy ideas (https://app.pinclicks.com/keyword/back-porch-privacy-ideas/925829094061)
front porch privacy ideas diy (https://app.pinclicks.com/keyword/front-porch-privacy-ideas-diy/923036899124)
deck privacy wall ideas (https://app.pinclicks.com/keyword/deck-privacy-wall-ideas/948285652263)
porch privacy wall (https://app.pinclicks.com/keyword/porch-privacy-wall/898366417807)
diy patio privacy ideas (https://app.pinclicks.com/keyword/diy-patio-privacy-ideas/909603491068)
mini balcony ideas (https://app.pinclicks.com/keyword/mini-balcony-ideas/945344106488)
apt patio ideas (https://app.pinclicks.com/keyword/apt-patio-ideas/936483829249)
apartment patio ideas on a budget (https://app.pinclicks.com/keyword/apartment-patio-ideas-on-a-budget/904081040595)"
916028485035,"privacy patio ideas",https://www.pinterest.com/ideas/privacy-patio-ideas/916028485035,2214,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
privacy landscaping (https://app.pinclicks.com/keyword/privacy-landscaping/904028362208)
yard privacy (https://app.pinclicks.com/keyword/yard-privacy/917975506397)","privacy walls backyard (https://app.pinclicks.com/keyword/privacy-walls-backyard/918870693131)
outdoor privacy ideas inexpensive (https://app.pinclicks.com/keyword/outdoor-privacy-ideas-inexpensive/901703277249)
small backyard privacy ideas (https://app.pinclicks.com/keyword/small-backyard-privacy-ideas/916102112021)
privacy deck ideas (https://app.pinclicks.com/keyword/privacy-deck-ideas/902223891116)
patio screens privacy (https://app.pinclicks.com/keyword/patio-screens-privacy/953456688661)
back patio ideas (https://app.pinclicks.com/keyword/back-patio-ideas/917110139686)
outside privacy wall ideas (https://app.pinclicks.com/keyword/outside-privacy-wall-ideas/916712090861)
diy patio privacy wall (https://app.pinclicks.com/keyword/diy-patio-privacy-wall/935591345155)
pool privacy ideas (https://app.pinclicks.com/keyword/pool-privacy-ideas/957349310147)
back porch privacy ideas (https://app.pinclicks.com/keyword/back-porch-privacy-ideas/925829094061)"
953456688661,"patio screens privacy",https://www.pinterest.com/ideas/patio-screens-privacy/953456688661,2128,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
privacy landscaping (https://app.pinclicks.com/keyword/privacy-landscaping/904028362208)
privacy landscaping ideas (https://app.pinclicks.com/keyword/privacy-landscaping-ideas/956601411749)","privacy walls backyard (https://app.pinclicks.com/keyword/privacy-walls-backyard/918870693131)
patio screen ideas (https://app.pinclicks.com/keyword/patio-screen-ideas/924541889510)
outdoor privacy ideas inexpensive (https://app.pinclicks.com/keyword/outdoor-privacy-ideas-inexpensive/901703277249)
patio privacy wall (https://app.pinclicks.com/keyword/patio-privacy-wall/952051847405)
modern privacy screen (https://app.pinclicks.com/keyword/modern-privacy-screen/936706683659)
outside privacy wall ideas (https://app.pinclicks.com/keyword/outside-privacy-wall-ideas/916712090861)
porch privacy screen (https://app.pinclicks.com/keyword/porch-privacy-screen/942051328946)
privacy fence ideas (https://app.pinclicks.com/keyword/privacy-fence-ideas/945087653456)
deck screens privacy ideas (https://app.pinclicks.com/keyword/deck-screens-privacy-ideas/913488511246)
privacy panels outdoor patio ideas (https://app.pinclicks.com/keyword/privacy-panels-outdoor-patio-ideas/909057199943)"
909603491068,"diy patio privacy ideas",https://www.pinterest.com/ideas/diy-patio-privacy-ideas/909603491068,2063,0,"diy and crafts (https://app.pinclicks.com/keyword/diy-and-crafts/934876475639)
diy decorations for home (https://app.pinclicks.com/keyword/diy-decorations-for-home/961374023144)
diy decoration (https://app.pinclicks.com/keyword/diy-decoration/955834936466)","deck privacy wall ideas (https://app.pinclicks.com/keyword/deck-privacy-wall-ideas/948285652263)
outdoor privacy ideas inexpensive (https://app.pinclicks.com/keyword/outdoor-privacy-ideas-inexpensive/901703277249)
diy privacy fence on a budget (https://app.pinclicks.com/keyword/diy-privacy-fence-on-a-budget/926336983013)
small backyard privacy ideas (https://app.pinclicks.com/keyword/small-backyard-privacy-ideas/916102112021)
backyard privacy ideas on a budget (https://app.pinclicks.com/keyword/backyard-privacy-ideas-on-a-budget/930082690358)
back porch privacy ideas (https://app.pinclicks.com/keyword/back-porch-privacy-ideas/925829094061)
diy patio privacy wall (https://app.pinclicks.com/keyword/diy-patio-privacy-wall/935591345155)
diy privacy screen outdoor cheap (https://app.pinclicks.com/keyword/diy-privacy-screen-outdoor-cheap/960725459146)
small patio privacy ideas (https://app.pinclicks.com/keyword/small-patio-privacy-ideas/948967196163)
patio screens privacy (https://app.pinclicks.com/keyword/patio-screens-privacy/953456688661)"
